gɹæs	kɹas
ɣinsnɹɛɹdbɹet	gɪnsnɹɛɹdbɹed
gɹukæstdɹep	kɹukastdɹep
siɹblɹubnɹɛɹf	sɪɹblɹubnɹɛɹf
dɹæɹbfɹæpnok	tɹaɹpfɹapnok
pɸɔɹbfɹetdɹiɹl	pfɔɹbfɹettɹɪɹl
zudgɹuɹffɹɔk	dʊdkɹʊɹffɹɔg
nɹæɹβidsnɔɹl	nɹaɹpidsnɔɹl
pɸeɹdɹiɹbfɹok	pfeɹdɹiɹbfɹog
nɛɹɣeɹlpɸæɹp	nɛɹgeɹlpfaɹb
bɹæɹdfɹɛɹgqoɹp	pɹaɹdfɹɛɹkkoɹp
setfutfest	tetfʊtfest
gɹɔɹbbɹɔnzɛɹl	kɹɔɹppɹɔndɛɹl
bɹɔffæɹlfɹifp	bɹɔffaɹlfɹifp
gɹidpyɹgɹɔt	kɹɪdpɪɹkɹɔt
ɸuɹfbɹɔɹdbɹuɹk	pʊɹfbɹɔɹtbɹuɹg
liɹsɸiɹɹɛf	liɹspiɹɹɛf
bɹɔɹdqulsus	pɹɔɹdkʊltʊs
dɹɔɹziɹdɸoɹs	tɹɔɹdiɹdpoɹs
fɔsgɹɔpdɹif	fɔskɹɔpdɹif
sunsgɹusnuns	sunskɹʊsnʊns
ɸɔgfɹoqust	pɔgfɹokust
bɹɛfplodlɹæfp	pɹɛfplodlɹafp
festdɹiɹgbɹik	festdɹiɹgbɹik
zuɹdɹɛɹgɸuɹn	dʊɹtɹɛɹkpuɹn
suɹgnɹeɹdɹiɹk	tʊɹknɹeɹtɹɪɹk
bɹestdæɹdsɹiɹs	bɹestdaɹdsɹiɹs
ɣeɹgsɹuɹfkæf	geɹksɹʊɹfkaf
nɹeɹgsifbɹok	nɹeɹksɪfbɹog
byɹfɸotdɹɛt	bɪɹfpotdɹɛd
bɹipbɹeŋgɹɛn	pɹɪpbɹenkɹɛn
ɣiɹbzɛsiɹl	giɹpdɛtɪɹl
fifɸopnɹɔf	fifpopnɹɔf
snɛfplɹiɸœt	snɛfplɹɪpɛt
ɣiɹglɹɔɹβɶns	gɪɹglɹɔɹbans
snɔɹgɹɛnsxiɹf	snɔɹgɹɛnskiɹf
zulɹɔɹnsɹef	dulɹɔɹnsɹef
snuɹbgɹiɹdsnok	snuɹbkɹiɹtsnog
dɹæfeɹfɣiɹt	dɹafeɹfgɪɹt
nupnɹiɹɣiɹn	nʊpnɹiɹkɪɹn
dɹibbɹiɹbxef	tɹɪbpɹiɹbkef
pɸæɹfɛlun	pfaɹfɛlʊn
sɹɔtpɸuŋxit	sɹɔtpfunkɪd
dɹɛɹbgɹoɹgɸøɹn	tɹɛɹbgɹoɹkpeɹn
bɹɛɹsnɛfnut	bɹɛɹsnɛfnut
ɢuɹglæggɹost	guɹklaggɹost
dɹusɣɛlziɹp	tɹʊsgɛldɪɹp
ɹefpnɹistsɛɹs	ɹefpnɹɪstsɛɹs
lɹiɹdgɹonnɹi	lɹɪɹdkɹonnɹi
pɸuɹgpɸeɹlit	pfuɹgpfeɹlid
bɹænsgɹælgɹif	bɹansgɹalgɹif
pɸisttsælɛɹs	pfɪsttsalɛɹs
nɔtdɹæɹbβuk	nɔtdɹaɹbbuk
lɹulbɹuɹbnɹɛst	lɹulbɹuɹbnɹɛst
nɹɛɹbsnupbɹɛs	nɹɛɹbsnʊpbɹɛs
gɹuɹbzuɹfdɹiɹf	gɹuɹbdʊɹfdɹɪɹf
lɹufpsɔɹgbɹoɹk	lɹufptɔɹgbɹoɹk
nɔɹlbɹesgɹoɹl	nɔɹlpɹeskɹoɹl
tsædɹiɹgsɹæɹf	tsadɹiɹksɹaɹf
nɹignitdɹɔɹt	nɹignɪtdɹɔɹt
fufsɔbɹuk	fufsɔpɹʊg
nɹipgɹoɹlæk	nɹipkɹoɹlak
dɹæɹdgɹɛnsnɹæf	tɹaɹdgɹɛnsnɹaf
tsifpɸæɹssuɹt	tsɪfpfaɹssʊɹd
uɹgsɹɛɹgsos	ʊɹgsɹɛɹgsos
lɹubgɹæɹbdɹɛp	lɹʊbgɹaɹbdɹɛb
bɹifpβuftsuɹt	pɹɪfpbʊftsʊɹd
bɹɔbseɹblɔk	bɹɔbteɹblɔk
nuɹdbɹɛnsɹik	nuɹtbɹɛnsɹɪg
bɹegɹuɹbzɔɹn	bɹekɹuɹpdɔɹn
ɣisfɹutdɹeɹs	gisfɹuttɹeɹs
qoxiɹgdɹe	kokɪɹgtɹe
sugdɹɔkbɹis	sugtɹɔkbɹis
dɹiɹnsnɛɹbbɹɔt	tɹɪɹnsnɛɹppɹɔt
ɢoɹssnuɹlqɔt	goɹssnʊɹlkɔt
tsæbfɹogsnɔɹf	tsabfɹogsnɔɹf
fustfiddɹut	fʊstfiddɹʊt
ɔɹdgɹæstbɹuk	ɔɹtkɹastbɹʊg
tseɹsɢubβil	tseɹsgʊbbil
sondɹufpqɔp	tondɹʊfpkɔb
gɹuɹblustlæk	gɹuɹblustlag
dɹelbɹæɹbɹiɹk	dɹelbɹaɹbɹiɹg
ɹubtsuɹlsoɹp	ɹubtsuɹltoɹp
nɹeɹlsɛfpsɹoɹk	nɹeɹltɛfpsɹoɹg
fɹenssɹubɹɔɹl	fɹenssɹʊbɹɔɹl
pɸæffɔlnil	pfaffɔlnil
lɛnseɹsuɹn	lɛnseɹsuɹn
gɹogfɹojɹl	gɹogfɹoɪɹl
lɹɔɹnsɹɛɹbɹust	lɹɔɹnsɹɛɹbɹust
dɹestgæplɹiɹs	dɹestgaplɹɪɹs
sɹipɸispɸel	sɹɪpfispfel
qusgɹɔdbɹuɹk	kuskɹɔdpɹuɹg
zistsitbɹɔk	distsɪtbɹɔk
ɔkɸœdsɛk	ɔkpɛdsɛk
ɣeɹglɹɛɹdzɔɹf	geɹklɹɛɹddɔɹf
zɔbgɹefβuɹt	dɔbgɹefbʊɹt
lɛnstsiɹbgɹe	lɛnstsɪɹbgɹe
fɹɛflukgɹɛɹp	fɹɛflukkɹɛɹb
supɸɔtɸoɹf	tupfɔtpoɹf
gɹɔɹgsnuplust	kɹɔɹgsnʊplʊst
sɛsæpni	tɛsapnɪ
bɹɛpbɹɔglɔf	bɹɛpbɹɔglɔf
fegdɹælɹuɹl	fegdɹalɹuɹl
bɹæffɹillɹifp	bɹaffɹillɹɪfp
snɔɹblidnil	snɔɹplɪdnil
sɔtdɹigbɹefp	sɔttɹigbɹefp
sɔsoɹbdɹɛt	sɔsoɹptɹɛt
bɹonsɹɔstnuɹk	pɹonsɹɔstnuɹg
nɹoɹdbɹedpɸi	nɹoɹtpɹedpfɪ
sɹiɹbsisbɹɛn	sɹɪɹpsɪspɹɛn
sniqoɹsnɹiɹp	snɪkoɹsnɹɪɹp
dæbβøɹβœst	dabbeɹbɛst
ɹolɛɹssop	ɹolɛɹssob
pɸeɹdlɹɔgdɹik	pfeɹtlɹɔgtɹɪg
snɛɹlsnɔɹllil	snɛɹlsnɔɹllil
nɹæɹgsɔfpsniɹt	nɹaɹksɔfpsnɪɹd
kæɹbβøtsok	kaɹpbetsok
fɹɔɹgxiɹftsiɹp	fɹɔɹkkɪɹftsɪɹb
gɹupkæɹbgɹɛɹt	gɹʊpkaɹpkɹɛɹt
dɹɛɹsdɹɛfplæɹl	tɹɛɹsdɹɛfplaɹl
fɹɔpɸoldɹeɹt	fɹɔppoldɹeɹd
bɹæktsæɹgsiɹl	pɹaktsaɹgsiɹl
siɹbbɹosnɔst	siɹpbɹosnɔst
gɹeɹβoɹfɹin	gɹeɹboɹfɹin
βoɹdsnekbɹuɹk	boɹtsnekbɹuɹg
gɹutsnesgɹol	gɹutsnesgɹol
fegɹistgɹɛk	fegɹistgɹɛg
bɹegsɹæpɢut	pɹegsɹapgud
niɹfsiɹndæɹf	niɹftɪɹndaɹf
gɹɛpsuɹŋgɹen	gɹɛpsuɹngɹen
pɸɛɹfɸɔɹgɣest	pfɛɹfpɔɹkgest
nɛssiplɹiɹt	nɛstiplɹɪɹd
gɹuɹffɛstzot	kɹʊɹffɛstdot
sɹiɹgbɹebquɹk	sɹiɹkbɹebkuɹk
ɸostgɹɛfdɹol	postkɹɛfdɹol
ɹoɹldɹuɹdnæɹk	ɹoɹldɹuɹdnaɹg
nɹæɹbfɹɔfsɹiɹk	nɹaɹpfɹɔfsɹiɹk
bɹiɹgfɹɔɹlgɹek	pɹɪɹkfɹɔɹlkɹeg
qoɹdɸiddɹɛɹk	koɹdpidtɹɛɹg
βɶɹffɹestβɶ	baɹffɹestba
βɶnsɹeɹsfist	bansɹeɹsfɪst
gɹefpɸoɹsfon	kɹefppoɹsfon
ɣikβœgɹiɹk	gɪkbɛkɹɪɹk
gɹifpɸensɔɹp	kɹɪfpfensɔɹb
tæɹssɹuɹgfɛt	taɹssɹʊɹgfɛd
qobpɸɔnsqons	kobpfɔnskons
nɹɔtdɹuɹnsof	nɹɔtdɹʊɹntof
gɹɔppyŋgæt	kɹɔppɪngat
sɹuɹlɹomɸøf	sɹʊɹlɹonpef
selzustpɸit	seldʊstpfɪt
dɹikgɹɛsuns	dɹɪkgɹɛsʊns
uɹdsoɹbfæɹk	ʊɹtsoɹbfaɹg
ɹiɹfsipnɹɛfp	ɹɪɹfsɪpnɹɛfp
bɹæpseɹfneɹt	pɹapteɹfneɹt
tsɛfɣifɹɔɹf	tsɛfgɪfɹɔɹf
snopquɱfɹɔk	snopkʊnfɹɔg
nɹɛfɹeɹdɹe	nɹɛfɹeɹdɹe
xɛgdæɹnɹus	kɛgdaɹnɹus
bɹɔɹsnɹæfpɸɹil	bɹɔɹsnɹafpfɹil
dɹotsuksnip	tɹotsʊksnib
sɹuɹbfæɹgzofp	sɹuɹpfaɹkdofp
ɸitfupkæɹt	pitfupkaɹt
sæssisgɹeɹ	sassisgɹeɹ
ɸoɹfgɹɛlzɛɹf	poɹfgɹɛldɛɹf
leltæɹbbɹoɹk	leltaɹppɹoɹg
siɹdbɹɔtlæɹn	tɪɹdpɹɔtlaɹn
pɸutseɹgβøɹk	pfʊtteɹkbeɹg
nɹulɹɛɹbzuɹl	nɹʊlɹɛɹbduɹl
fiɹgfɹɔfpsɹip	fiɹgfɹɔfpsɹib
sɛsdɹitfuɹk	tɛstɹɪtfʊɹk
bɹiɹbɹoɹnsɹiɹt	pɹiɹbɹoɹnsɹiɹt
fuɹspɸebloɹp	fʊɹspfebloɹb
dɹebpɸobtsip	tɹebpfobtsib
zuɹβɶɹdbɹik	dʊɹbaɹtbɹig
læɹglɹɛɹnsnɔp	laɹglɹɛɹnsnɔb
læɹbɹiɹliɹt	laɹbɹiɹliɹt
næɹlɹɔɹsnɛɹt	naɹlɹɔɹsnɛɹd
lisneɹfβuɹl	lisneɹfbuɹl
gɹuɹgpɸɔɹgɸop	kɹuɹkpfɔɹkpop
fupsniɹluɹl	fʊpsnɪɹluɹl
pɸoklosfons	pfoklosfons
qufβœgniɹ	kʊfbɛgnɪɹ
pɸuglɔɹbɹæɹk	pfuglɔɹpɹaɹk
nuɹdnɔlfɹɛɹt	nuɹtnɔlfɹɛɹt
fɔɹlbɹæŋgɹins	fɔɹlpɹankɹɪns
lɹibtsɔɹdnɹep	lɹibtsɔɹtnɹeb
niɹdgæɹdɣek	niɹtgaɹtgek
lɹɔɹdnɹæɹbxeɹt	lɹɔɹtnɹaɹpkeɹt
dɹæɹbfɛɹŋɢufp	dɹaɹpfɛɹngufp
gɹɔɹdzonuɹ	kɹɔɹddonuɹ
lɹɛnsgɹolniɹt	lɹɛnskɹolnɪɹd
gɹɛŋgɹɛktsiɹn	kɹɛnkɹɛktsɪɹn
ɸœɢɔstɢɔf	pɛgɔstgɔf
bɹonæɹldɹu	bɹonaɹltɹu
ɹonsnɹeɹgpɸufp	ɹonsnɹeɹgpfʊfp
sɛɹgɹuɹfnɹuk	sɛɹgɹʊɹfnɹʊg
tsigsɹidfɛp	tsɪgsɹidfɛp
ɸifxinssɹiɹf	pifkinssɹiɹf
gɹektsɛɹsfɹæɹf	kɹektsɛɹsfɹaɹf
suɹlgɹuɹdsnuɹf	sʊɹlgɹuɹdsnuɹf
fiɹfzuɹlxiɹk	fɪɹfduɹlkɪɹk
bɹuɹbkægpɸæɹ	pɹuɹpkagpfaɹ
soɹbsɛɹlβɶt	soɹbtɛɹlbat
fiɹlbɹɔɹgsuɹ	fiɹlpɹɔɹgtʊɹ
zɔdɹuɹblɹɛɹk	dɔtɹʊɹplɹɛɹg
snimβusfɹifp	snɪnbʊsfɹifp
fɹelsnustnɹiɹt	fɹelsnustnɹiɹt
nɹebɣɛnslɹɔɹl	nɹebgɛnslɹɔɹl
nɹislɹɔɹnɹiɹf	nɹɪslɹɔɹnɹiɹf
gɹɛsɣeɹldɹut	kɹɛsgeɹltɹʊd
fɹɛɹdbɹiɹntsæt	fɹɛɹdbɹiɹntsat
sniɹsɢɔɹdsæɹt	sniɹsgɔɹtsaɹt
bɹɛstdɹifbɹuɹp	bɹɛstdɹifbɹuɹp
dɹostliɹdlens	dɹostliɹtlens
lɹɔstdækɢɔl	lɹɔstdakgɔl
gɹufpβœbsnæɹl	gɹufpbɛbsnaɹl
fɹistpɸofgɹuɹt	fɹistpfofgɹʊɹd
nɔɹbxiluɹk	nɔɹbkilʊɹg
loɹsnɹidɹit	loɹsnɹɪdɹɪt
dɹɔstsɹesfiɹt	dɹɔstsɹesfiɹd
βɔɹbsnɛŋgɹins	bɔɹbsnɛnkɹɪns
fɹiɹnsɹinssnɛp	fɹiɹnsɹɪnssnɛb
βœɹfpɸɔɹdɣeɹ	bɛɹfpfɔɹtgeɹ
tsetneɹbnɹifp	tsetneɹbnɹɪfp
suɹssɛɹbgɹen	tʊɹstɛɹbgɹen
bɹækfæsok	bɹakfasok
fiɸinsnɛp	fipinsnɛb
nɹiɹgdɹiɹdɢɔ	nɹiɹktɹɪɹtgɔ
gɹodɹoɹfɢɔp	kɹodɹoɹfgɔp
loɹdlɔɹŋgɹun	loɹtlɔɹngɹʊn
ɸoɹsɹuɹgɹip	poɹsɹuɹgɹɪp
ɸiɹzostgɹep	piɹtostgɹeb
fiɹbpɸunɹɔs	fiɹppfʊnɹɔs
snuɹgzɔɹbɸuɹp	snuɹgdɔɹppuɹb
βœsdɹiɹdxil	bɛsdɹɪɹdkɪl
dɹɛstlitβɶst	tɹɛstlɪtbast
ɹɔfusgɹi	ɹɔfusgɹɪ
dɹufplelɹuɹp	dɹufplelɹʊɹp
ɣilquɹnsniɹn	gilkuɹnsnɪɹn
bɹunsdɹilfɹuɹk	pɹʊnsdɹɪlfɹʊɹk
zipbɹiɹgfif	dipbɹɪɹkfɪf
βøɹɛɹbfɹik	beɹɛɹbfɹɪg
tæspɸunsɹa	taspfʊnsɹa
tsɛbzɔstsiɹl	tsɛbdɔsttɪɹl
zuxeɹldɹæɹk	dukeɹldɹaɹk
fɹɛgbɹistfɹæp	fɹɛgbɹistfɹab
gɹufifpnɹæɹ	gɹufɪfpnɹaɹ
βoɹbxiɹdfɹop	boɹbkɪɹdfɹop
ɹɔsdɹiɹgdɹik	ɹɔstɹɪɹgtɹɪk
gɹædɹekgɹiɹt	gɹatɹekkɹɪɹt
dɹæpɢɔssɹip	dɹapgɔssɹɪp
xeqoɹdbɹuɹl	kekoɹtbɹʊɹl
bɹuɹggɹissnɛst	bɹʊɹkkɹɪssnɛst
sɹuɹbbɹigβɶɹn	sɹuɹppɹigbaɹn
sɹuɹgnɹuniɹs	sɹʊɹgnɹʊniɹs
pɸoɹnuɹdgɹen	pfoɹnʊɹdgɹen
ɹupziɹbfot	ɹupdiɹbfot
sɹuzuɹbgɹɔst	sɹʊdʊɹpgɹɔst
udbɹofpsæɹn	ʊdpɹofpsaɹn
bɹæɹdzofɹoɹt	pɹaɹddofɹoɹd
bɹupɣeɹgsis	bɹupgeɹgsis
gɹædɹæɹsdɹɔt	kɹadɹaɹsdɹɔd
suɹdfæbɸœɹt	tuɹtfabpɛɹd
dɹæɹbfifsuf	dɹaɹbfɪfsʊf
gɹesbɹudfɹoɹk	gɹespɹudfɹoɹk
dɹoɹgnoɹdbyst	dɹoɹgnoɹdbɪst
gɹinsgɹɛstnel	kɹɪnskɹɛstnel
fɹæɹbqɔgsnɔɹk	fɹaɹbkɔgsnɔɹg
fumbɹɔfpnɛst	fʊnpɹɔfpnɛst
bɹɛbpɸiɹbgɹa	bɹɛbpfiɹpgɹa
nɹustfupbɹok	nɹustfuppɹog
foɹggɹuɹdtsɛk	foɹkgɹʊɹttsɛg
sniɹbnɹoɹsnɹiɹf	sniɹbnɹoɹsnɹiɹf
lɹinsɛfpɸik	lɹɪnsɛfpfig
sɔnnugɹoɹp	tɔnnʊkɹoɹb
sɹɔssiɹggɹun	sɹɔstiɹkgɹʊn
sɹɛɹfsnelxeɹk	sɹɛɹfsnelkeɹg
bɹæfpseɹbfɹut	pɹafpteɹbfɹʊd
dɹuɹfsɹufplɔk	tɹʊɹfsɹufplɔg
nɔnsæɹnɹiɹl	nɔnsaɹnɹiɹl
næbsɹɛsɸøɹt	nabsɹɛspeɹd
gɹofpɸɹilsɛl	kɹofpfɹɪltɛl
nɹɔɹgtsɛɹsɢol	nɹɔɹgtsɛɹsgol
lidbɹiɹbgæɹt	lɪdbɹiɹbgaɹd
dæɹgpɸæɹsa	daɹkpfaɹsa
snuffɹɔɹdgɹis	snuffɹɔɹdgɹɪs
quɹŋɢuɹgbɹiɹn	kʊɹnguɹgbɹɪɹn
sistfɔqoɹ	tistfɔkoɹ
snuɹsbɹubtson	snʊɹsbɹʊbtson
bɹɔɹsdɹufpɸoɹk	bɹɔɹstɹufppoɹk
gɹɛfɸɔɹnsuk	gɹɛfpɔɹntʊg
bɹɛnsɛstbɹɛɹp	pɹɛnsɛstbɹɛɹb
dɹɛɹdsiɹdsæn	dɹɛɹttiɹdsan
lɹæpɸɹiɹdnɹɛɹt	lɹapfɹɪɹtnɹɛɹd
aɹbtæɹgɢɔt	aɹbtaɹkgɔt
nɹoɹlgɹigɹist	nɹoɹlgɹɪkɹɪst
bɹiɹniɹgɹæns	pɹiɹniɹkɹans
seɹbdɹɔɹssi	seɹptɹɔɹsti
bɹɛɹdɹidɢɔs	pɹɛɹtɹɪdgɔs
gɹɛlβɔnnɹɔns	gɹɛlbɔnnɹɔns
læɹdfɹɛtzest	laɹdfɹɛtdest
bɹisliɹbβɶ	bɹisliɹbba
luɹŋɣɛɹmbɹuɹs	lʊɹngɛɹnbɹuɹs
eslɛdtsæp	eslɛdtsap
gɹegbyɹdloɹt	gɹegbɪɹdloɹd
lifplupdæst	lɪfplʊpdast
dæɹdxinsɸuɹt	daɹtkinspʊɹt
gɹufɹæɹlɹuk	kɹufɹaɹlɹʊg
sæɹnænssɔk	saɹnanssɔg
gædbɹogpɸɛɹk	gadbɹogpfɛɹg
gæɹbɸɶɹæɹp	gaɹppaɹaɹb
snuɹbɣɛɹgluɹs	snʊɹpgɛɹkluɹs
lɹefsnɔspɸɛ	lɹefsnɔspfɛ
ɸɶɹfɣeɹdfiɹt	paɹfgeɹdfiɹt
siɹllɹotsnof	siɹllɹotsnof
gɹisdæɹfbɹɛk	gɹɪsdaɹfpɹɛk
tsoɹsβuɹlnæf	tsoɹsbʊɹlnaf
dɹɔnsfɹuplɹoɹf	tɹɔnsfɹuplɹoɹf
ɹigfuɹgnɹɔ	ɹigfʊɹgnɹɔ
sɹitfɹæɹsdɹo	sɹɪtfɹaɹstɹo
sɹiɹlzoɹldɹol	sɹiɹldoɹldɹol
xɛɹgɣiɹfsins	kɛɹggiɹftɪns
qɔɹgɹɔɹgsuɹt	kɔɹgɹɔɹktʊɹd
sodnɹiɹggɹɔk	todnɹiɹgkɹɔk
gɹɔkgɹuɹbnɹiɹs	gɹɔkkɹʊɹbnɹɪɹs
fɹifnændɹik	fɹɪfnantɹɪk
bɹuggɹæɹdsnɛt	pɹʊgkɹaɹdsnɛd
ɣiszeɹnsnut	gɪsdeɹnsnut
tsiɹsbydfɛɹk	tsɪɹsbɪdfɛɹk
gɹɔkdɹofpnɹut	kɹɔktɹofpnɹʊd
luɹzudsɹef	lʊɹtudsɹef
bɹuggɹæstpɸo	pɹuggɹastpfo
ziɹdɸoɹslɹik	dɪɹdpoɹslɹig
zoɹgdɹiɹbɹeɹp	doɹgtɹiɹbɹeɹb
pɸæɹgsɔsik	pfaɹgsɔsik
nifɛtpɸɛɹp	nɪfɛtpfɛɹp
ɸɶɹsnugæɹp	paɹsnugaɹp
gɹækgɹæɹfsɹof	gɹakkɹaɹfsɹof
snigdɹifi	snigtɹɪfɪ
liɹdɸustziɹt	lɪɹtpʊstdiɹt
ɹizinsfɹiɹn	ɹɪdɪnsfɹɪɹn
zitgɹoɹgpɸɛɹk	ditgɹoɹgpfɛɹg
ɣɛpɸebɹit	gɛpfebɹɪd
ɸɶɹgbyɹlzɔst	paɹkbɪɹldɔst
ɹæɹstsuɹnsu	ɹaɹstsuɹntʊ
fugɹedɹɔɹt	fʊkɹetɹɔɹd
βustzulnɹif	bʊstdulnɹɪf
ɸubɹugsɹæɹt	pʊbɹugsɹaɹd
gɹɔdluɹglɹust	kɹɔdluɹklɹʊst
ɹesgɹɔmbɹɛɹs	ɹesgɹɔnpɹɛɹs
neɹsbɹoɹlbɹiɹt	neɹsbɹoɹlpɹɪɹd
ɸinsdɹiɹntsuɹn	pinstɹiɹntsuɹn
gɹokfɹiɹfqo	kɹokfɹɪɹfko
gɹugɹiɹnsniɹk	gɹukɹiɹnsniɹg
oɹsqupɸɹɛs	oɹskupfɹɛs
lɹilqobyɹf	lɹɪlkobɪɹf
lɛbɹetqut	lɛpɹetkut
βukgɹɛɹsɸɔk	bʊkkɹɛɹspɔg
gɹiftsifɛɹk	gɹɪftsifɛɹg
fɹognɛdpɸɔt	fɹognɛdpfɔd
dɹɔdnɹiɹbɹɔ	tɹɔdnɹɪɹbɹɔ
sɹæblɹeɹdlɔns	sɹablɹeɹtlɔns
sɔɹlxiflik	sɔɹlkiflɪg
βɔdsɹunzil	bɔdsɹʊndil
sɹetβuɹfdæp	sɹetbuɹfdab
bɹeɹnnɹɔdɹæɹk	bɹeɹnnɹɔtɹaɹg
sɹɔssɔɹdsnep	sɹɔstɔɹtsnep
niɹfzigsɹɔɹk	nɪɹfdɪgsɹɔɹg
xɛnsnuɹddɹɛɹn	kɛnsnuɹddɹɛɹn
dɹinsbɹeɹfnɹiɹs	tɹinspɹeɹfnɹɪɹs
ɢufqoɹfgɹif	gʊfkoɹfgɹɪf
sofbɹunsiɹl	sofbɹunsiɹl
ɹɔnslɹuɹdsist	ɹɔnslɹuɹtsɪst
sɛnsɔnsfɔp	tɛntɔnsfɔp
lɛstneɹgsɹip	lɛstneɹksɹɪp
sunszɛktsup	sunsdɛktsʊb
tsesgɹætsɹuk	tseskɹatsɹʊk
snædɹuŋquɹp	snadɹʊnkuɹp
fepɣeɹgsuɹl	fepgeɹksʊɹl
ɹoɹdqulsæɹ	ɹoɹtkulsaɹ
lɹuglɹuɹsfoɹl	lɹʊglɹuɹsfoɹl
liɹfɛbliɹs	liɹfɛbliɹs
sninlɹæstfɔt	snɪnlɹastfɔt
lelpɸiɹbsɹiɹt	lelpfiɹbsɹɪɹt
qopbɹeseɹn	koppɹeteɹn
qoɹuɹbbɹeɹt	koɹʊɹbpɹeɹt
aɹdgɹɛbɹoɹk	aɹtkɹɛpɹoɹg
lofxɛɹltsæɹk	lofkɛɹltsaɹk
sɹipypdɹop	sɹɪpɪptɹob
dɹɛɹsbɹɔkbɹup	tɹɛɹsbɹɔkbɹub
xeɹlɸɔkgɹit	keɹlpɔkgɹit
sipɸelsnɔɹt	sɪpfelsnɔɹt
gɹoɹdβotsin	gɹoɹtbotsin
sɹuɹbdɹiɹbɢɔɹt	sɹʊɹpdɹɪɹpgɔɹd
ɹɔɹdlɹuttsɛɹ	ɹɔɹdlɹʊttsɛɹ
bɹefsɹɔpsnɛ	pɹefsɹɔpsnɛ
logɹellɹæst	lokɹellɹast
lufpsɹuɹsnol	lʊfpsɹʊɹsnol
snɛfkæɹgɹus	snɛfkaɹkɹʊs
gɹuɹbɢotsɔt	gɹuɹpgotsɔt
gɹendɹɔɹŋɢoɹn	gɹentɹɔɹngoɹn
loɹbnɹusbɹæɹn	loɹbnɹuspɹaɹn
fosdɹiɹnæst	fostɹɪɹnast
kæfiɹfzɔf	kafɪɹfdɔf
ɣifpbɹɔɹsɔfp	gɪfppɹɔɹsɔfp
oɹspymβut	oɹspɪnbut
ɹæɹfnɹætfɹuɹk	ɹaɹfnɹatfɹuɹg
nɹokneggæk	nɹokneggag
sniɹfɹuɹgɢuɹp	sniɹfɹʊɹkguɹb
gɹufpzoslɛɹf	kɹʊfpdoslɛɹf
sɛɹbpɸɔfpbɹɛɹk	sɛɹppfɔfpbɹɛɹg
pɸiɹβunssuɹl	pfiɹpʊnstuɹl
zɔɹfɸustsɹiɹt	dɔɹfpʊstsɹɪɹd
lɔggɹiɹsufp	lɔggɹɪɹsʊfp
fɹæɹbdɹuɹfɸøp	fɹaɹptɹuɹfpeb
ɣinsnɹubɹuɹp	ginsnɹʊbɹuɹp
ɹidsɹɛɹbbɹɛɹp	ɹidsɹɛɹpbɹɛɹb
xɛstlɹuɹspɸɔt	kɛstlɹʊɹspfɔt
pɸɛtdɹɛnle	pfɛtdɹɛnle
qɔɹfɣitgɹip	kɔɹfgɪtkɹib
xiggɹipdɹɔt	kigkɹipdɹɔt
siɹfɣestpɸæɹf	tɪɹfgestpfaɹf
qupquɹdnɹɔn	kupkʊɹdnɹɔn
dɹugseddɹɛl	tɹʊgseddɹɛl
nɹælbɹɛɹffɔɹp	nɹalbɹɛɹffɔɹb
qokpɸoɹnup	kokpfoɹnub
zotfɹuɹlnist	dotfɹuɹlnist
pɸæɹbsɹenstsæst	pfaɹpsɹenstsast
xiɹgnufsɹuk	kɪɹknʊfsɹug
ɣifsɹotdɹuɹ	gɪfsɹotdɹuɹ
gɹitβɔldɹæɹk	gɹitbɔldɹaɹg
snossuksɹɛk	snostuksɹɛg
fæklɹogɹɛɹf	faklɹokɹɛɹf
ɹunssustnuf	ɹʊnssustnuf
sæɹbgɹissik	saɹpkɹistik
pyfpgɹubɸøt	pɪfpkɹʊbped
seddɹoɹfpɸut	seddɹoɹfpfut
obɹuɹfgɹæt	obɹuɹfkɹad
lɔɹgpɸæfptsæɹt	lɔɹkpfafptsaɹd
nɹinsɛtpyɹt	nɹintɛtpɪɹd
bɹudpɸiɹmβiɹf	bɹʊdpfɪɹnbiɹf
sɹoŋgɹɛɹfis	sɹongɹɛɹfɪs
iɹbgɹɛnsoɹt	iɹpkɹɛnsoɹd
dɹiɹlkæɹɱfɹep	dɹɪɹlkaɹnfɹep
pɸegpɸɛɹbpyɹn	pfegpfɛɹbpɪɹn
sefquɹsfɔɹ	tefkuɹsfɔɹ
fobsiɹgsik	fobtɪɹksig
lempɸækzut	lenpfakdʊt
qunsiɹgqot	kunsɪɹgkot
oɹbzɛɹbβust	oɹbdɛɹbbʊst
tsiɹdsotpɸip	tsɪɹdtotpfɪp
gɹetpɸɛnsost	gɹetpfɛnsost
zuɹŋɣɛɹlsɛɹt	dʊɹngɛɹltɛɹd
ziɹɛfgɹuk	dɪɹɛfgɹʊk
sɔbdɹiɹbfɹup	tɔbtɹiɹpfɹʊb
sɔnssɔɹbgɹɔf	tɔnstɔɹpkɹɔf
ɸuɹbɹeɹdfiɹp	puɹpɹeɹtfiɹp
tsæflɹuflɛs	tsaflɹʊflɛs
seɹdɸugsɹus	seɹdpugsɹʊs
xegpɸustzɛɹp	kegpfʊstdɛɹp
tsiɹdnosttsin	tsɪɹtnosttsin
agsoɹlpɸiɹf	agtoɹlpfiɹf
bɹipzɔtseɹp	pɹɪpdɔtteɹp
